Satellite ID,Satellite Type,Orbit Type,date time,Frequency Bands,Ground Station ID,Location (Latitude),Location (Longitude)),data,qubit,basis,measurement_result,Communication Protocols,Security Protocols,error_rate,timestamp
57955-0005,communication,Sun-synchronous orbit (SSO),6/11/2021,UHF,76250-123,39.867984,117.433236,90,1,Z,0,CCSDS,IPsec,0.94,10/26/2022
62670-1529,communication,Low Earth orbit (LEO),9/26/2022,UHF,59115-048,3.1822988,116.5314935,57,1,X,0,DVB-S2,QKD,0.86,2/19/2022
63722-001,astronomical,Low Earth orbit (LEO),9/13/2020,Ka-band,58414-2046,43.8324929,4.3662321,98,0,Z,0,SLE,IPsec,0.62,10/9/2022
57237-009,astronomical,geostationary orbit (GEO),7/24/2022,VHF,36987-2922,-6.7979774,111.755504,45,1,Z,0,CCSDS,IPsec,0.82,5/10/2022
43455-0002,navigation,Low Earth orbit (LEO),6/6/2022,Ka-band,0781-2855,27.2087957,53.0405196,31,1,X,0,TCP/IP,IPsec,0.82,11/4/2022
52533-006,Earth observation,medium Earth orbit (MEO),3/22/2021,VHF,0245-0071,-15.6688416,-46.0563212,36,1,Z,1,TCP/IP,QKD,0.42,3/4/2022
63736-210,astronomical,geostationary transfer orbit (GTO),12/19/2021,VHF,65954-534,59.8537227,17.6472644,6,1,Z,0,AES,IPsec,0.51,6/18/2022
11673-685,communication,Low Earth orbit (LEO),11/8/2020,Ku-band,49715-010,-7.9110809,111.4253892,17,1,Z,1,AES,IPsec,0.74,8/15/2022
30142-430,communication,geostationary orbit (GEO),6/21/2021,Ka-band,55150-125,52.222516,6.7371965,39,1,Z,0,SLE,QKD,0.06,1/12/2022
43063-332,navigation,Sun-synchronous orbit (SSO),3/12/2022,VHF,37808-444,59.4520561,26.8687946,34,0,X,0,SLE,QKD,0.28,7/19/2022
59779-321,communication,Sun-synchronous orbit (SSO),5/13/2020,UHF,61957-0119,45.05752,-77.85702,18,1,Z,1,TCP/IP,QKD,0.03,4/16/2022
54569-1518,navigation,Sun-synchronous orbit (SSO),3/22/2021,VHF,36987-1776,11.1572834,166.887052,54,0,Z,0,TCP/IP,IPsec,0.79,10/4/2022
41163-357,communication,Low Earth orbit (LEO),2/21/2021,Ka-band,30142-882,63.9727688,-22.5764849,32,1,Z,0,SLE,QKD,0.77,8/25/2022
0781-2279,Earth observation,geostationary orbit (GEO),9/2/2021,Ku-band,49288-0797,32.886855,-96.967936,15,1,Z,0,DVB-S2,IPsec,0.69,10/24/2022
10191-1877,communication,medium Earth orbit (MEO),7/6/2022,Ka-band,63148-422,8.189424,124.086692,17,1,Z,1,CCSDS,IPsec,0.96,1/19/2022
64117-124,astronomical,geostationary transfer orbit (GTO),10/8/2022,UHF,68788-9852,40.5895257,46.3271378,89,1,Z,1,AES,QKD,0.57,2/5/2022
43742-0513,navigation,Sun-synchronous orbit (SSO),8/9/2021,VHF,58988-0018,27.318852,115.444319,41,1,Z,0,TCP/IP,IPsec,0.72,10/11/2022
43269-814,navigation,medium Earth orbit (MEO),11/21/2020,Ka-band,0087-6064,6.772879,-74.796476,53,1,Z,0,AES,IPsec,0.96,3/30/2022
51672-1292,communication,geostationary orbit (GEO),4/26/2020,VHF,60760-082,42.8509219,44.0546008,46,1,Z,1,AES,QKD,0.9,1/11/2022
50593-004,communication,geostationary orbit (GEO),2/11/2021,VHF,63629-5233,26.647661,106.630153,22,0,Z,0,DVB-S2,QKD,0.22,10/11/2022
49348-616,communication,Low Earth orbit (LEO),11/27/2022,UHF,0049-4110,-9.148289,-78.2809879,49,1,X,0,TCP/IP,IPsec,0.6,7/28/2022
49999-885,astronomical,geostationary transfer orbit (GTO),2/3/2021,VHF,68788-9683,49.2101697,15.9883033,84,1,X,0,DVB-S2,IPsec,0.95,3/25/2022
55154-0884,Earth observation,geostationary orbit (GEO),4/11/2021,UHF,68645-454,59.903525,32.3469693,100,0,Z,0,SLE,IPsec,0.94,6/27/2022
0268-1398,communication,Low Earth orbit (LEO),11/13/2020,Ku-band,49348-025,21.857958,111.982232,88,1,X,0,AES,IPsec,0.14,11/18/2022
64127-144,communication,geostationary transfer orbit (GTO),2/17/2020,Ka-band,63323-506,35.7278554,139.6547746,4,0,X,0,TCP/IP,IPsec,0.55,12/22/2022
23155-038,navigation,Sun-synchronous orbit (SSO),1/16/2021,Ka-band,61919-178,43.7441795,2.511999,30,0,X,1,TCP/IP,QKD,0.87,4/19/2022
43406-0010,astronomical,medium Earth orbit (MEO),1/21/2020,VHF,62778-118,56.0161995,45.0457463,4,0,Z,0,DVB-S2,IPsec,0.44,9/4/2022
62583-001,Earth observation,geostationary orbit (GEO),3/6/2020,VHF,11489-067,12.7335527,-87.4424369,79,1,X,0,TCP/IP,IPsec,0.04,2/9/2022
49808-194,communication,Low Earth orbit (LEO),11/24/2021,UHF,64942-1253,28.188415,112.290474,95,1,X,1,AES,IPsec,0.95,2/2/2022
63629-1263,navigation,geostationary orbit (GEO),5/30/2020,Ku-band,0078-0439,17.9341079,97.9157099,61,0,X,1,SLE,IPsec,0.95,12/10/2022
54748-201,Earth observation,medium Earth orbit (MEO),9/14/2022,Ku-band,0069-3031,44.351935,-87.8445954,12,1,Z,0,DVB-S2,IPsec,0.14,1/3/2022
0363-0619,Earth observation,Low Earth orbit (LEO),5/18/2021,UHF,0008-0837,-7.1234674,111.8479156,65,1,Z,1,CCSDS,QKD,0.7,8/29/2022
0363-0334,Earth observation,Low Earth orbit (LEO),12/21/2022,UHF,49035-068,-7.0054807,112.5118443,2,1,Z,1,AES,IPsec,0.5,11/6/2022
50486-550,navigation,Sun-synchronous orbit (SSO),4/28/2020,VHF,50436-5000,49.9579835,20.8378422,82,0,Z,0,CCSDS,IPsec,0.84,8/17/2022
50730-3003,communication,Sun-synchronous orbit (SSO),10/23/2020,VHF,15127-018,40.7513017,48.4033184,22,0,Z,0,CCSDS,QKD,0.49,12/9/2022
0409-9303,Earth observation,Low Earth orbit (LEO),4/28/2021,Ka-band,49349-240,-17.6509195,-149.4260421,18,0,Z,1,AES,IPsec,0.75,10/8/2022
68428-058,communication,Low Earth orbit (LEO),11/5/2020,VHF,11673-098,7.8129929,-71.1745579,43,1,Z,1,CCSDS,QKD,0.25,2/9/2022
66530-411,navigation,medium Earth orbit (MEO),9/4/2022,Ka-band,37808-478,35.1973352,136.9552596,81,1,X,1,DVB-S2,IPsec,0.72,3/25/2022
49483-054,communication,geostationary transfer orbit (GTO),8/31/2021,Ka-band,43419-707,56.4441479,52.2293876,30,1,Z,0,TCP/IP,QKD,0.3,3/2/2022
36987-2620,astronomical,medium Earth orbit (MEO),12/19/2021,Ku-band,65841-744,51.5076941,18.1208003,78,0,X,1,TCP/IP,IPsec,0.39,2/12/2022
61827-056,Earth observation,geostationary transfer orbit (GTO),12/8/2020,Ka-band,52125-206,45.5260852,20.5135485,20,1,X,0,CCSDS,IPsec,0.33,9/17/2022
51460-1112,astronomical,geostationary transfer orbit (GTO),5/27/2020,UHF,98132-171,38.4499141,141.3800956,89,1,Z,0,SLE,IPsec,0.43,10/20/2022
57955-0101,Earth observation,Low Earth orbit (LEO),7/4/2022,VHF,65841-689,35.4420431,136.6271698,47,1,Z,1,SLE,IPsec,0.17,2/12/2022
52584-496,astronomical,geostationary orbit (GEO),7/22/2020,UHF,30142-908,8.3793172,124.8830509,78,0,X,0,AES,IPsec,0.93,7/23/2022
54868-0024,navigation,geostationary orbit (GEO),2/21/2022,Ku-band,10481-3005,16.23063,44.58476,22,0,X,1,TCP/IP,IPsec,0.54,8/17/2022
52533-160,Earth observation,geostationary transfer orbit (GTO),11/10/2022,UHF,43857-0267,41.530346,-8.3019136,90,1,X,0,TCP/IP,IPsec,0.33,3/13/2022
49288-0611,Earth observation,geostationary transfer orbit (GTO),5/29/2022,UHF,0378-6709,43.3755098,16.6309128,8,1,Z,0,TCP/IP,IPsec,0.89,4/9/2022
11822-0342,astronomical,Sun-synchronous orbit (SSO),5/3/2020,Ku-band,50458-625,-18.7146874,32.1646708,70,1,X,0,DVB-S2,QKD,0.84,5/14/2022
49288-0691,navigation,medium Earth orbit (MEO),5/13/2021,Ka-band,0115-7033,29.8655146,121.4589773,41,1,Z,0,CCSDS,QKD,0.49,7/23/2022
41415-047,astronomical,Sun-synchronous orbit (SSO),12/23/2020,Ku-band,52685-303,7.2754704,6.107645,23,1,Z,1,AES,IPsec,0.73,10/10/2022
17478-100,Earth observation,geostationary transfer orbit (GTO),6/4/2020,UHF,57664-124,14.563755,-89.352441,7,1,X,1,AES,QKD,0.21,2/27/2022
23155-500,Earth observation,Low Earth orbit (LEO),10/3/2021,Ku-band,21695-473,49.5290136,25.5783873,12,1,Z,1,CCSDS,IPsec,0.05,12/17/2022
75854-312,astronomical,Sun-synchronous orbit (SSO),3/4/2022,Ku-band,63629-5304,40.753655,111.673881,95,0,X,1,SLE,IPsec,0.29,2/13/2022
68258-7128,Earth observation,medium Earth orbit (MEO),8/31/2021,Ku-band,43063-405,51.29579,18.38073,75,1,X,0,TCP/IP,QKD,0.89,5/14/2022
17478-283,communication,Low Earth orbit (LEO),8/2/2020,Ka-band,43269-865,26.8626548,85.5560635,21,0,X,1,TCP/IP,QKD,0.4,5/23/2022
43269-771,Earth observation,medium Earth orbit (MEO),4/23/2021,UHF,63739-355,-26.94087,29.24905,67,1,X,1,CCSDS,QKD,0.04,7/2/2022
57520-0740,Earth observation,medium Earth orbit (MEO),8/22/2022,UHF,0536-5105,23.2321219,-106.4140053,28,1,X,1,SLE,QKD,0.4,7/17/2022
0409-2285,navigation,Low Earth orbit (LEO),8/30/2022,UHF,62032-514,29.6242257,-9.5395357,3,0,Z,0,CCSDS,QKD,0.77,7/2/2022
52584-042,Earth observation,Low Earth orbit (LEO),1/31/2022,VHF,66391-0301,23.04421,112.677965,98,0,X,0,CCSDS,QKD,0.48,11/14/2022
0904-6254,astronomical,Low Earth orbit (LEO),9/16/2021,Ka-band,13537-003,-21.2922593,-50.3407923,36,0,X,1,DVB-S2,IPsec,0.15,12/24/2022
0485-0206,astronomical,medium Earth orbit (MEO),7/17/2020,Ka-band,13537-320,35.2487361,36.5715924,66,0,Z,0,AES,QKD,0.83,6/6/2022
68001-250,astronomical,Low Earth orbit (LEO),3/24/2021,VHF,54569-5684,-6.7128814,106.838158,95,1,Z,0,AES,IPsec,0.73,4/26/2022
24286-5191,Earth observation,Sun-synchronous orbit (SSO),5/2/2020,VHF,0456-3200,33.8989467,35.4733996,86,1,Z,0,AES,IPsec,0.14,1/28/2022
60781-1001,Earth observation,medium Earth orbit (MEO),1/24/2021,UHF,53329-069,32.061895,102.990108,76,1,X,0,AES,IPsec,0.96,5/11/2022
37205-339,Earth observation,medium Earth orbit (MEO),12/25/2021,VHF,37000-671,40.2545476,22.0742782,70,0,Z,1,TCP/IP,QKD,0.59,3/25/2022
65585-515,Earth observation,geostationary transfer orbit (GTO),7/13/2021,Ku-band,61995-2392,-9.906,124.5313,7,1,X,0,CCSDS,IPsec,0.86,3/23/2022
37000-178,Earth observation,Low Earth orbit (LEO),8/26/2021,Ku-band,0054-0189,12.8207931,-84.2002101,19,0,X,0,SLE,QKD,0.97,5/27/2022
68084-552,Earth observation,Sun-synchronous orbit (SSO),9/22/2022,Ka-band,68345-863,35.989043,128.3977049,34,1,Z,0,SLE,QKD,0.01,12/27/2022
49348-775,astronomical,medium Earth orbit (MEO),5/1/2021,Ku-band,41250-800,57.1879589,27.6825031,91,0,Z,0,CCSDS,IPsec,0.02,5/1/2022
11822-3541,Earth observation,geostationary orbit (GEO),2/14/2022,Ka-band,55154-8260,55.6795223,12.5752968,7,1,Z,1,DVB-S2,IPsec,0.18,3/16/2022
53807-401,navigation,geostationary orbit (GEO),4/3/2022,Ka-band,65785-160,32.910459,119.85254,51,1,Z,0,TCP/IP,QKD,0.22,10/15/2022
0338-0047,communication,medium Earth orbit (MEO),6/4/2021,UHF,0280-2600,37.87059,112.548879,9,1,X,1,SLE,QKD,0.4,10/1/2022
41163-130,astronomical,geostationary transfer orbit (GTO),5/30/2022,VHF,55319-326,-7.8082295,113.0905501,6,0,X,1,CCSDS,IPsec,0.55,1/31/2022
24236-875,astronomical,medium Earth orbit (MEO),1/13/2020,VHF,50007-3000,30.264139,122.226237,60,1,Z,1,TCP/IP,IPsec,0.14,2/10/2022
68462-141,astronomical,Sun-synchronous orbit (SSO),8/30/2021,Ku-band,37808-807,7.6115877,126.1255129,7,0,X,0,TCP/IP,IPsec,0.83,5/26/2022
50474-801,communication,medium Earth orbit (MEO),5/28/2020,UHF,49349-982,60.8110019,21.4457309,60,0,Z,0,SLE,IPsec,0.92,2/23/2022
52584-241,navigation,medium Earth orbit (MEO),2/16/2022,Ku-band,0574-4072,57.7184395,12.0103839,70,0,Z,0,DVB-S2,QKD,0.08,12/11/2022
59351-0304,communication,Sun-synchronous orbit (SSO),11/2/2021,VHF,57237-018,54.9896116,57.6874206,36,1,X,1,SLE,IPsec,0.14,11/19/2022
41163-242,Earth observation,geostationary orbit (GEO),8/22/2020,VHF,0363-0376,-34.604369,-58.4838202,53,1,Z,1,DVB-S2,IPsec,0.08,12/5/2022
51060-036,Earth observation,Sun-synchronous orbit (SSO),9/27/2022,Ku-band,62011-0189,31.191952,121.472429,85,1,Z,0,DVB-S2,IPsec,0.19,1/26/2022
0407-1414,navigation,geostationary orbit (GEO),9/30/2022,VHF,0168-0265,52.454148,-1.7138034,62,0,Z,0,TCP/IP,QKD,0.17,11/21/2022
0135-0560,astronomical,medium Earth orbit (MEO),8/19/2022,UHF,43478-270,41.191548,19.626265,8,0,Z,1,AES,QKD,0.74,7/16/2022
51393-6668,astronomical,medium Earth orbit (MEO),12/31/2020,UHF,41520-571,35.8714354,128.601445,26,1,X,1,SLE,IPsec,0.95,1/26/2022
49288-0779,astronomical,Sun-synchronous orbit (SSO),8/22/2022,Ka-band,63712-123,27.603696,119.17189,77,0,X,1,DVB-S2,QKD,0.49,8/5/2022
63629-4184,communication,medium Earth orbit (MEO),12/24/2020,Ku-band,43419-380,28.6517195,-100.5577685,16,0,X,1,AES,QKD,0.95,5/7/2022
30142-670,Earth observation,medium Earth orbit (MEO),3/25/2021,UHF,61919-992,-19.90625,47.2342299,51,1,X,1,CCSDS,IPsec,0.32,8/9/2022
0378-2042,communication,medium Earth orbit (MEO),1/2/2021,Ku-band,49738-546,-6.7189946,111.0479956,4,1,Z,1,CCSDS,QKD,0.93,7/4/2022
0378-7110,communication,Sun-synchronous orbit (SSO),8/10/2021,UHF,0054-0546,50.2553167,15.7601242,45,1,Z,0,AES,IPsec,0.49,10/30/2022
61722-004,astronomical,geostationary transfer orbit (GTO),6/1/2020,UHF,62011-0203,-29.362503,-51.08671,18,1,Z,0,DVB-S2,IPsec,0.43,11/27/2022
76314-004,Earth observation,medium Earth orbit (MEO),6/21/2021,UHF,75857-2304,49.8474143,19.2057487,89,1,Z,0,DVB-S2,QKD,0.08,6/22/2022
54473-255,astronomical,Sun-synchronous orbit (SSO),12/5/2021,VHF,55910-321,45.4885295,41.1600688,100,0,X,0,SLE,QKD,0.7,7/5/2022
49348-937,Earth observation,geostationary transfer orbit (GTO),12/13/2020,Ka-band,0067-6441,47.3599545,6.3904955,88,0,X,1,SLE,IPsec,0.71,11/13/2022
41163-280,Earth observation,Sun-synchronous orbit (SSO),6/18/2020,VHF,52125-751,-6.4288646,106.9240554,87,1,X,1,TCP/IP,QKD,0.26,2/25/2022
0169-6438,Earth observation,geostationary transfer orbit (GTO),7/18/2022,Ka-band,65044-9941,58.284686,12.3260336,90,1,Z,0,SLE,QKD,0.75,2/4/2022
47781-264,Earth observation,medium Earth orbit (MEO),5/16/2020,Ka-band,40032-161,57.6067536,47.9368725,30,0,X,0,TCP/IP,QKD,0.05,8/17/2022
67046-590,astronomical,Sun-synchronous orbit (SSO),6/23/2022,VHF,68180-556,18.5769276,100.2151578,31,1,Z,0,TCP/IP,QKD,0.69,2/16/2022
36987-1786,Earth observation,Low Earth orbit (LEO),2/12/2021,Ku-band,58118-1404,-21.8239574,-47.2484692,18,0,X,1,SLE,QKD,0.48,6/15/2022
68391-227,communication,medium Earth orbit (MEO),2/15/2020,VHF,61657-0003,49.757244,22.2174725,73,1,Z,0,TCP/IP,QKD,0.89,1/6/2022
21695-874,communication,geostationary transfer orbit (GTO),1/8/2021,UHF,11523-0753,48.9398644,16.8996364,9,0,X,0,CCSDS,QKD,0.78,10/9/2022
0409-1559,astronomical,geostationary transfer orbit (GTO),4/16/2021,VHF,49817-0051,-6.8561144,107.5193473,36,1,X,0,TCP/IP,IPsec,0.98,8/14/2022
27293-019,Earth observation,Sun-synchronous orbit (SSO),11/26/2022,Ka-band,54868-2062,26.885704,120.005147,32,1,X,0,DVB-S2,QKD,0.91,7/16/2022
41163-050,navigation,Sun-synchronous orbit (SSO),5/4/2020,UHF,67544-217,54.9670821,49.0342414,56,1,Z,0,CCSDS,IPsec,0.54,3/12/2022
43063-272,navigation,geostationary orbit (GEO),1/10/2021,VHF,34690-7001,10.4179921,122.8801918,4,1,X,1,SLE,QKD,0.65,9/27/2022
64809-101,navigation,medium Earth orbit (MEO),5/6/2020,Ka-band,63629-2625,44.4286616,125.1864669,47,0,X,0,TCP/IP,IPsec,0.54,9/30/2022
55289-881,Earth observation,medium Earth orbit (MEO),6/16/2020,Ku-band,36987-1376,53.45,62.9833329,93,0,Z,1,TCP/IP,IPsec,0.58,1/21/2022
51346-045,astronomical,Sun-synchronous orbit (SSO),6/18/2021,VHF,57243-190,28.6751124,57.7371569,80,0,X,1,DVB-S2,IPsec,0.47,1/5/2022
54868-4437,communication,geostationary transfer orbit (GTO),8/20/2021,Ka-band,56062-384,3.01228,-76.484533,9,0,X,1,AES,IPsec,0.38,3/9/2022
0363-0452,communication,geostationary orbit (GEO),12/16/2022,Ku-band,23155-174,43.2680529,44.2890544,42,1,X,1,TCP/IP,IPsec,0.95,8/17/2022
21695-366,Earth observation,geostationary transfer orbit (GTO),5/23/2021,Ku-band,63629-3973,-14.3501113,-55.7578403,7,0,Z,1,SLE,QKD,0.81,8/23/2022
68084-511,astronomical,Low Earth orbit (LEO),5/17/2020,Ku-band,63629-2959,49.7503184,15.3480679,22,1,Z,0,DVB-S2,QKD,0.96,5/17/2022
50268-795,astronomical,Sun-synchronous orbit (SSO),6/7/2020,Ku-band,50436-6306,38.033281,22.1103462,5,0,X,1,CCSDS,QKD,0.85,8/19/2022
68387-520,Earth observation,geostationary orbit (GEO),4/6/2021,Ka-band,65862-490,47.2014677,-1.5411258,77,0,Z,0,AES,QKD,0.14,6/26/2022
51143-279,Earth observation,medium Earth orbit (MEO),10/7/2021,Ku-band,25021-138,59.6132041,16.2294755,14,1,X,0,SLE,IPsec,0.14,7/5/2022
49349-298,Earth observation,medium Earth orbit (MEO),7/7/2022,VHF,63824-261,-5.096602,119.4744572,84,1,X,1,AES,IPsec,0.61,2/21/2022
36987-3118,astronomical,Low Earth orbit (LEO),11/21/2020,Ku-band,0409-3402,-5.5844754,105.4771084,87,1,X,0,TCP/IP,IPsec,0.5,3/17/2022
33992-1068,Earth observation,geostationary orbit (GEO),4/22/2020,Ku-band,65437-037,53.9094,27.3069,41,0,X,0,DVB-S2,IPsec,0.8,12/16/2022
61245-175,Earth observation,geostationary orbit (GEO),3/11/2021,VHF,49349-467,-8.4236237,120.6027296,84,0,X,1,SLE,QKD,0.26,4/27/2022
49035-331,navigation,Low Earth orbit (LEO),3/4/2021,Ka-band,21130-002,-8.1995552,112.1060214,98,0,X,0,AES,QKD,0.92,6/14/2022
68025-055,Earth observation,Sun-synchronous orbit (SSO),8/18/2020,UHF,52125-062,59.3609203,17.841489,31,1,X,1,AES,QKD,0.22,7/25/2022
55289-266,Earth observation,Low Earth orbit (LEO),11/22/2020,VHF,0091-2489,-6.7796462,107.9276672,80,1,Z,1,DVB-S2,QKD,0.97,3/8/2022
49288-0600,communication,Low Earth orbit (LEO),5/30/2022,Ku-band,11523-4336,35.4175712,10.997658,95,1,Z,0,DVB-S2,IPsec,0.58,4/9/2022
0404-5637,communication,Low Earth orbit (LEO),12/10/2020,VHF,53462-932,22.9081486,-83.1702597,81,0,X,0,SLE,QKD,0.11,8/9/2022
60760-303,Earth observation,Sun-synchronous orbit (SSO),6/12/2020,Ka-band,21695-406,39.0054084,21.6386381,49,0,X,1,TCP/IP,IPsec,0.83,2/14/2022
43857-0112,Earth observation,geostationary orbit (GEO),3/24/2021,VHF,17478-010,34.392963,104.063889,22,0,X,0,SLE,IPsec,0.84,11/12/2022
63354-451,astronomical,geostationary orbit (GEO),3/4/2020,VHF,62007-022,49.395599,2.789137,32,0,X,1,SLE,QKD,0.63,5/5/2022
59564-251,navigation,medium Earth orbit (MEO),3/13/2021,UHF,13630-0057,28.976995,116.762907,41,1,X,0,CCSDS,IPsec,0.45,3/26/2022
36987-2405,astronomical,geostationary orbit (GEO),11/17/2022,UHF,52343-028,-8.0372299,112.76878,53,1,Z,1,CCSDS,QKD,0.23,11/9/2022
64679-941,navigation,geostationary orbit (GEO),9/22/2022,Ku-band,60512-6469,42.52056,130.39528,88,0,Z,0,TCP/IP,IPsec,0.77,10/27/2022
67777-130,Earth observation,medium Earth orbit (MEO),11/16/2020,VHF,75885-010,55.3025486,79.6827969,87,1,X,1,AES,IPsec,0.13,3/20/2022
61995-2312,astronomical,medium Earth orbit (MEO),5/25/2020,VHF,0264-1102,15.399082,119.9327646,39,0,Z,1,TCP/IP,QKD,0.23,4/3/2022
49884-302,astronomical,geostationary transfer orbit (GTO),2/28/2020,UHF,51345-106,54.6335878,21.8138526,81,1,Z,1,CCSDS,IPsec,0.44,2/11/2022
50988-295,astronomical,geostationary orbit (GEO),3/5/2021,Ka-band,24236-584,42.6448155,22.9615442,73,1,Z,1,CCSDS,IPsec,0.43,2/27/2022
54340-809,navigation,medium Earth orbit (MEO),5/10/2022,UHF,64942-1049,-14.6486494,-39.5898526,54,1,X,1,CCSDS,QKD,0.19,2/14/2022
63187-034,astronomical,medium Earth orbit (MEO),3/30/2022,UHF,0268-1357,45.6011009,20.1415393,3,1,X,0,AES,IPsec,0.95,8/18/2022
55111-662,navigation,geostationary transfer orbit (GTO),2/6/2021,VHF,49726-008,-7.8082295,113.0905501,32,0,Z,0,DVB-S2,IPsec,0.01,1/18/2022
50114-6150,communication,Low Earth orbit (LEO),11/4/2022,Ka-band,56104-001,28.505971,113.329871,89,1,X,1,CCSDS,QKD,0.78,6/6/2022
31645-154,navigation,Low Earth orbit (LEO),3/11/2020,Ku-band,67555-140,45.9397564,19.203958,12,0,X,0,AES,IPsec,0.19,9/8/2022
61481-0560,communication,medium Earth orbit (MEO),6/14/2020,VHF,16714-082,15.0244769,102.8355708,82,1,X,0,SLE,QKD,0.65,9/4/2022
59321-031,Earth observation,geostationary orbit (GEO),7/5/2020,VHF,68382-117,-21.2399347,-43.7764925,19,0,Z,0,AES,QKD,0.23,5/30/2022
15667-5049,astronomical,Sun-synchronous orbit (SSO),4/12/2020,Ku-band,64058-342,31.352859,118.432941,81,0,Z,1,TCP/IP,IPsec,0.57,6/19/2022
52959-548,communication,Low Earth orbit (LEO),8/7/2022,VHF,62011-0001,3.74973,-74.927732,83,0,X,1,DVB-S2,IPsec,0.42,1/3/2022
0555-0788,navigation,geostationary transfer orbit (GTO),2/4/2022,Ku-band,50383-781,-32.817807,-63.877963,29,1,Z,1,TCP/IP,IPsec,0.24,12/19/2022
64205-521,communication,geostationary orbit (GEO),2/13/2022,Ku-band,54868-0337,56.1636909,21.1594809,94,1,Z,0,TCP/IP,IPsec,0.67,3/3/2022
42291-723,Earth observation,geostationary orbit (GEO),4/20/2022,UHF,57469-054,30.077787,108.892527,87,1,Z,1,TCP/IP,IPsec,0.24,11/25/2022
52544-472,Earth observation,geostationary transfer orbit (GTO),10/17/2022,Ku-band,26509-0004,-4.8531154,21.5587544,79,1,X,1,SLE,IPsec,0.24,6/12/2022
54838-105,Earth observation,medium Earth orbit (MEO),1/15/2021,Ka-band,68647-170,18.8104433,-71.2236939,72,1,X,0,CCSDS,QKD,0.69,6/30/2022
0574-0412,navigation,Sun-synchronous orbit (SSO),12/1/2020,UHF,53329-157,26.2650742,50.6223267,81,1,Z,1,DVB-S2,QKD,0.35,8/22/2022
59535-6301,Earth observation,Sun-synchronous orbit (SSO),2/10/2022,Ka-band,24090-451,54.8771794,26.9388432,92,1,X,0,CCSDS,QKD,0.69,8/17/2022
41167-0575,navigation,geostationary orbit (GEO),11/7/2020,Ku-band,43333-445,36.1219748,139.707963,93,1,X,0,TCP/IP,IPsec,0.65,1/27/2022
44206-251,astronomical,Low Earth orbit (LEO),7/29/2020,VHF,64380-742,12.7523556,123.9719166,2,0,Z,1,TCP/IP,IPsec,0.85,3/31/2022
49349-549,astronomical,medium Earth orbit (MEO),5/30/2022,UHF,62211-267,7.6703363,123.0043968,48,1,Z,1,DVB-S2,IPsec,0.17,2/23/2022
49035-235,Earth observation,geostationary orbit (GEO),11/29/2022,Ku-band,21695-885,-8.4071,123.0649,94,0,X,0,AES,IPsec,0.29,8/4/2022
54569-2801,astronomical,Low Earth orbit (LEO),10/11/2021,Ku-band,0071-0158,-9.8015544,-77.4314703,22,0,X,1,SLE,IPsec,0.78,5/16/2022
68968-6675,communication,Low Earth orbit (LEO),3/14/2022,Ka-band,52584-002,-33.1519145,18.6642088,99,0,X,1,DVB-S2,QKD,0.44,2/22/2022
55312-180,Earth observation,Sun-synchronous orbit (SSO),6/10/2020,VHF,54340-107,33.74859,105.903018,8,0,Z,0,DVB-S2,QKD,0.44,12/2/2022
63629-1619,navigation,medium Earth orbit (MEO),4/10/2022,Ka-band,50757-250,62.9663709,27.6707397,57,0,X,0,AES,QKD,0.51,6/1/2022
76209-123,communication,geostationary orbit (GEO),6/14/2022,VHF,57520-0468,13.674033,108.9502232,98,1,X,0,DVB-S2,QKD,0.5,8/17/2022
49299-1092,Earth observation,geostationary transfer orbit (GTO),11/7/2020,Ku-band,0406-8959,42.424662,18.771234,61,1,X,1,SLE,IPsec,0.66,8/3/2022
0603-6149,astronomical,Low Earth orbit (LEO),4/13/2022,Ka-band,36987-3387,-33.5020548,-58.7986641,42,0,Z,0,DVB-S2,QKD,0.41,8/22/2022
21220-120,Earth observation,medium Earth orbit (MEO),1/9/2021,Ku-band,55651-026,-11.335798,-75.3412179,65,0,Z,0,SLE,QKD,0.53,5/26/2022
59779-349,communication,Sun-synchronous orbit (SSO),1/7/2021,VHF,68084-121,38.036815,114.382611,46,0,X,1,SLE,QKD,0.1,12/26/2022
67457-449,Earth observation,Sun-synchronous orbit (SSO),9/8/2022,VHF,0338-0671,5.1227373,9.9520961,17,0,X,0,TCP/IP,QKD,0.99,8/12/2022
51285-692,communication,medium Earth orbit (MEO),9/30/2021,UHF,53877-006,49.9454719,21.8376406,67,0,X,0,CCSDS,QKD,0.15,3/19/2022
68428-723,Earth observation,medium Earth orbit (MEO),9/6/2020,Ku-band,57660-000,49.8531509,-119.611543,67,1,Z,0,DVB-S2,IPsec,0.38,5/19/2022
0338-1131,communication,Sun-synchronous orbit (SSO),12/16/2020,Ka-band,0093-0130,56.81,40.51,15,1,Z,1,TCP/IP,QKD,0.41,3/16/2022
60429-734,Earth observation,geostationary transfer orbit (GTO),8/10/2021,Ka-band,30142-612,57.6480612,14.0685008,2,1,X,0,AES,IPsec,0.17,5/14/2022
13925-116,navigation,medium Earth orbit (MEO),12/18/2022,Ku-band,49288-0413,24.723961,116.732091,7,0,X,1,TCP/IP,QKD,0.12,7/23/2022
52125-052,communication,geostationary transfer orbit (GTO),11/2/2022,VHF,49288-0736,-28.2587812,-52.4160039,27,1,Z,0,DVB-S2,IPsec,0.56,2/1/2022
